No;Latitude;longitude;Lokasi;Tanggal;aD;aL;DAz;Lag;w;lluminasi (%);Suhu_Atmosfer_C;Kelembapan_Pct;Kecepatan_Angin_ms;Kondisi_Awan_Pct;Transparansi_Index;Visibility
96;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;13/03/2021;2.02;4.94;4.19;7.16;0.05;0.16;28.03;66.1869636;1.52;54.74455987;0.59;0
97;-8.173258333;113.7005389;Jember;13/03/2021;2.06;4.94;4.16;7.37;0.05;0.16;25.84;73.08919389;1.54;30.22139023;0.62;0
98;-8.204722222;112.1583333;Blitar;13/03/2021;2.10;4.95;4.13;7.55;0.05;0.16;28.11;70.12549402;2.23;59.76953408;0.68;0
99;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;13/03/2021;2.02;4.94;4.19;7.16;0.05;0.16;23.91100596;96.49082955;3.525336041;96.20632389;0.59;0
100;-6.77235;110.8785833;Kudus;13/03/2021;2.03;4.95;4.18;7.23;0.05;0.16;26.43382868;80.26978669;2.644035661;86.89437252;0.49;0
101;-6.988611111;110.4107833;Kota Semarang;13/03/2021;2.06;4.95;4.16;7.35;0.05;0.16;25.90246538;76.30333067;3.189179676;75.19637767;0.49;0
102;-7.875277778;110.4261111;Yogyakarta;13/03/2021;2.12;4.95;4.12;7.64;0.05;0.16;25.47922803;88.06909067;4.213827973;89.04085455;0.57;0
103;-6.988997222;106.5523639;Pelabuhan Ratu;13/03/2021;2.16;4.95;4.10;7.79;0.05;0.16;27.2;63.2172892;3.91;34.92907869;0.42;0
104;-8.204722222;112.1583333;Blitar;10/06/2021;-1.35;0.85;0.72;6.18;0.01;0.02;25.84436315;83.0753997;3.265890638;75.60456573;0.69;0
105;-8.173258333;113.7005389;Jember;10/06/2021;-1.40;0.86;0.70;6.38;0.01;0.02;25.77;79.07931961;2.11;64.18673019;0.68;0
106;-6.988611111;110.4107833;Kota Semarang;10/06/2021;-1.27;0.83;0.75;5.79;0.00;0.02;27.74;69.55794203;2.65;59.73940494;0.66;0
107;-6.403083333;108.2458333;Depok;10/06/2021;-1.19;0.83;0.77;5.42;0.00;0.02;22.58023296;91.58741053;5.299082918;93.2266443;0.6;0
108;-5.40175;105.2713972;Bandar Lampung;10/06/2021;-1.07;0.83;0.81;4.89;0.00;0.01;26.0602143;87.12678757;2.44350677;83.90184841;0.66;0
109;-6.308333333;119.6927778;Makassar;08/08/2021;-1.97;4.99;4.88;8.80;0.07;0.21;29.42266798;45.79691934;4.5;10.84038207;0.72;0
110;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;08/08/2021;-1.82;4.91;4.83;8.10;0.06;0.20;32.28;73.30418767;4.19;52.1209936;0.6;0
111;-8.204722222;112.1583333;Blitar;08/08/2021;-1.90;4.91;4.81;8.50;0.06;0.21;29.96;62.04951683;2.71;42.7049958;0.68;0
112;-6.77235;110.8785833;Kudus;08/08/2021;-1.72;4.89;4.83;7.70;0.06;0.20;30.53;61.17621737;3.04;46.77057762;0.68;0
113;-7.875277778;110.4261111;Yogyakarta;08/08/2021;-1.81;4.89;4.81;8.15;0.06;0.20;26.81637544;87.65504356;4.3072183;84.47759021;0.61;0
114;-6.814661111;107.6232611;Lembang;08/08/2021;-1.62;4.86;4.81;7.25;0.06;0.20;25.51;68.69903604;2.22;32.21948803;0.48;0
115;-6.648333333;107.8741667;Depok;08/08/2021;-1.61;4.86;4.82;7.21;0.06;0.20;29.75;63.67310101;4.11;54.73756198;0.48;0
116;-6.286986111;120.5038444;Selayar;07/09/2021;5.19;6.85;3.31;21.22;0.09;0.28;28.01;78.34823342;5.62;65.71554305;0.53;0
117;-6.308333333;119.6927778;Makassar;07/09/2021;5.22;6.87;3.30;21.33;0.09;0.28;25.30478873;77.53453662;6.296872584;82.10236673;0.54;0
118;-8.576994444;116.1048889;Mataram;07/09/2021;5.20;6.95;3.51;21.38;0.09;0.29;28.84;71.69750638;2.89;33.95065795;0.72;0
119;-7.914444444;113.8230556;Bondowoso;07/09/2021;5.32;7.01;3.42;21.85;0.09;0.29;28.02;79.28695282;5.47;34.33300549;0.68;0
120;-7.15425;113.4739111;OBS Jokotole IAIN Madura;07/09/2021;5.38;7.02;3.33;22.05;0.09;0.29;30.43;70.46138704;6.4;31.69746675;0.68;0
121;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;07/09/2021;5.40;7.05;3.32;22.17;0.09;0.29;33.01;66.81235264;4.9;60.89311151;0.68;0
122;-7.574086111;112.2860889;Jombang;07/09/2021;5.39;7.05;3.36;22.14;0.09;0.30;29.11234424;97.62786851;7.162587805;90.36571461;0.68;0
123;-7.471919444;112.4379833;Mojokerto;07/09/2021;5.39;7.05;3.35;22.14;0.09;0.30;29.85048733;76.80359278;5.674294806;75.58609938;0.68;0
124;-8.173258333;113.7005389;Jember;07/09/2021;5.31;7.02;3.44;21.81;0.09;0.29;24.96371334;77.91674425;6.619395611;88.9777682;0.72;0
125;-7.471919444;112.4379833;Mojokerto;29/07/2022;7.34;9.10;4.13;32.54;0.16;0.53;28.95;69.27924201;1.73;45.13719259;0.7;0
126;-6.863777778;112.3603972;Lamongan;07/09/2021;5.43;7.05;3.29;22.27;0.09;0.29;30.47998323;82.02609505;5.732130341;75.04411653;0.69;0
127;-7.471919444;112.4379833;Mojokerto;26/09/2022;6.03;6.91;1.09;24.51;0.08;0.27;34.18;60.61404419;2.7;44.6729097;0.63;0
128;-8.204722222;112.1583333;Blitar;07/09/2021;5.36;7.05;3.43;22.03;0.09;0.30;26.29712304;98.15924732;6.421333588;91.50868797;0.75;0
129;-7.471919444;112.4379833;Mojokerto;24/11/2022;5.51;6.88;2.65;24.61;0.09;0.27;27.99;78.73660083;1.34;50.51593682;0.52;0
130;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;07/09/2021;5.40;7.05;3.32;22.17;0.09;0.29;35.14530612;44.37519913;4.9;6.681473987;0.68;0
131;-7.471919444;112.4379833;Mojokerto;20/05/2023;6.72;9.62;6.02;30.48;0.19;0.61;28.31;73.12663314;2.4;60.70014455;0.71;0
132;-6.77235;110.8785833;Kudus;07/09/2021;5.49;7.09;3.26;22.50;0.09;0.30;31.41;73.71859425;3.53;31.9640062;0.67;0
133;-7.030833333;111.3988889;Masjid Agung Jawa Tengah;07/09/2021;5.45;7.08;3.29;22.38;0.09;0.30;30.4196407;86.75409335;4.150628642;80.02542801;0.68;0
134;-7.875277778;110.4261111;Yogyakarta;07/09/2021;5.43;7.10;3.38;22.35;0.10;0.30;29.97840705;41.09197601;5.33;19.83931475;0.67;0
135;-7.781388889;107.9072222;Subang;07/09/2021;5.52;7.16;3.34;22.73;0.10;0.31;28.88157422;41.34809072;5.24;11.07385068;0.62;0
136;-6.988997222;106.5523639;Pelabuhan Ratu;07/09/2021;5.62;7.20;3.24;23.08;0.10;0.31;26.19521073;86.15072436;5.970706391;76.80468226;0.59;0
137;-6.814661111;107.6232611;Lembang;07/09/2021;5.59;7.17;3.23;22.96;0.10;0.31;20.67041197;91.05708956;5.715596264;99.60394232;0.61;0
138;5.477630556;95.24422778;Lhoknga;07/09/2021;6.54;7.54;1.54;26.81;0.11;0.33;28.56303826;42.90454102;5.66;10.3575477;0.3;0
139;-6.286986111;120.5038444;Selayar;07/10/2021;12.27;13.20;0.77;51.24;0.37;1.14;28.81;78.33654392;3.5;53.51217996;0.71;1
140;-8.618316667;116.0749472;Pantai Gading;07/10/2021;12.46;13.37;0.28;52.34;0.38;1.17;29.45;63.90191621;2.14;49.66354882;0.69;1
141;-7.15425;113.4739111;OBS Jokotole IAIN Madura;07/10/2021;12.54;13.46;0.66;52.47;0.39;1.19;30.32;64.0356353;3.47;63.80490114;0.75;3
142;-7.534952778;112.2115778;"Masjid Denanyar Jombang,
Jawa Timur";07/10/2021;12.59;13.51;0.59;52.73;0.39;1.20;34.34;78.78560772;2.04;61.65474833;0.64;2
143;-7.444444444;114.7722222;Lenteng;07/10/2021;12.50;13.41;0.58;52.32;0.39;1.18;27.79;74.07752256;4.33;52.04482897;0.74;1
144;-8.204722222;112.1583333;Blitar;07/10/2021;12.60;13.51;0.43;52.86;0.39;1.20;30.38;79.23913153;3.28;35.90535985;0.67;2
145;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;07/10/2021;12.57;13.49;0.67;52.60;0.39;1.19;32.74;72.37997693;2.21;52.66867754;0.64;3
146;-7.021944444;111.6641667;Mayong;07/10/2021;12.60;13.52;0.72;52.72;0.39;1.20;33.24;65.78168734;1.76;43.5520073;0.68;3
147;-7.875277778;110.4261111;Yogyakarta;07/10/2021;12.66;13.57;0.53;53.07;0.40;1.21;29.05;73.45666999;3.98;48.29953416;0.6;1
148;-6.814661111;107.6232611;Lembang;07/10/2021;12.74;13.67;0.82;53.30;0.40;1.23;26.35;64.93044373;1.57;60.73042525;0.63;2
149;-6.167430556;106.763725;Jakarta Barat;07/10/2021;12.76;13.70;0.99;53.30;0.41;1.23;30.01;70.66782354;1.24;35.07734862;0.62;3
150;5.466572222;95.242275;Meulaboh,Aceh;07/10/2021;12.60;14.08;4.01;52.60;0.43;1.32;28.2;71.99320114;5.15;40.10885205;0.56;1
151;-7.914444444;113.8230556;Bondowoso;07/10/2021;12.54;13.45;0.48;52.55;0.39;1.18;28.68;75.93853606;3.32;59.95133438;0.75;0
152;-6.863777778;112.3603972;Lamongan;07/10/2021;12.57;13.50;0.75;52.58;0.39;1.19;30.30069888;80.41070767;2.771586613;83.50149176;0.67;0
153;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;07/10/2021;12.57;13.49;0.67;52.60;0.39;1.19;32.74;73.21695803;2.21;54.02547994;0.64;0
154;-8.173258333;113.7005389;Jember;07/10/2021;12.54;13.45;0.42;52.62;0.39;1.19;25.13715433;76.86175485;4.380049627;85.16708586;0.7;0
155;-1.816388889;131.8327778;Sorong;05/11/2021;6.02;6.94;0.82;25.53;0.09;0.27;24.55808496;84.70081911;1.300422249;80.98244867;0.38;0
156;-6.308333333;119.6927778;Makassar;05/11/2021;6.56;7.45;0.40;28.10;0.11;0.32;26.16119172;82.7798608;0.962288891;83.1757318;0.71;0
157;-8.576994444;116.1048889;Mataram;05/11/2021;6.73;7.61;0.13;29.02;0.11;0.33;29.34;68.28737814;0.45;54.27501654;0.68;0
158;-7.914444444;113.8230556;Bondowoso;05/11/2021;6.81;7.69;0.25;29.31;0.11;0.34;24.86120028;92.93106881;3.804504621;97.30600106;0.62;0
159;-7.955833333;114.68;Sumenep;05/11/2021;6.78;7.66;0.23;29.17;0.11;0.34;21.45150968;95.43295727;3.836513316;91.91459359;0.6;0
160;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;05/11/2021;6.84;7.73;0.36;29.41;0.11;0.34;27.89128393;84.96358315;3.511559286;81.89236094;0.62;0
161;-8.872222222;113.3672222;Tulungagung;05/11/2021;6.84;7.72;0.12;29.52;0.11;0.34;24.37550514;82.04284966;5.934297102;75.13305778;0.59;0
162;-6.863777778;112.3603972;Lamongan;05/11/2021;6.84;7.74;0.41;29.41;0.12;0.35;26.28651112;92.86630105;5.120724798;95.51447862;0.68;0
163;-7.15425;113.4739111;OBS Jokotole IAIN Madura;05/11/2021;6.81;7.70;0.36;29.26;0.11;0.34;24.2918661;97.76707316;4.314865468;96.23112631;0.62;0
164;-7.191055556;113.2475639;Sampang;05/11/2021;6.82;7.71;0.35;29.30;0.11;0.34;27.22883105;85.62962561;3.316019752;83.60887044;0.62;0
165;-8.173258333;113.7005389;Jember;05/11/2021;6.82;7.70;0.21;29.37;0.11;0.34;24.94088924;91.01680625;4.000257998;91.19701954;0.59;0
166;-8.204722222;112.1583333;Blitar;05/11/2021;6.87;7.76;0.22;29.63;0.12;0.35;27.20333901;84.23774806;2.024501612;76.90977387;0.67;0
167;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;05/11/2021;6.84;7.73;0.36;29.41;0.11;0.34;28.25626165;80.16370062;3.354903768;80.25873697;0.62;0
168;-7.534952778;112.2115778;"Masjid Denanyar Jombang,
Jawa Timur";05/11/2021;6.86;7.75;0.32;29.53;0.12;0.35;29.76966999;79.57419806;3.287877516;78.63756702;0.62;0
169;-7.764;112.1979;Pare Kediri;05/11/2021;6.86;7.75;0.32;29.53;0.12;0.35;29.77157778;84.97709609;3.092524027;78.4639538;;0
170;-6.77235;110.8785833;Kudus;05/11/2021;6.90;7.79;0.44;29.64;0.12;0.35;28.00090229;89.14692321;2.622985369;89.82332498;0.54;0
171;-8.023227778;110.3245222;Parangkusumo;05/11/2021;6.94;7.83;0.27;29.92;0.12;0.35;27.05489335;86.52123457;2.524458729;85.11769834;0.64;0
172;-6.860555556;108.7869444;PondokBaliSubang,JawaBarat;05/11/2021;6.98;7.87;0.45;30.00;0.12;0.36;29.35;60.3297037;1.86;42.6645736;0.4;0
173;-6.053252778;105.9227;Anyer, Banten;05/11/2021;7.07;7.97;0.59;30.36;0.12;0.37;23.82122231;98.52979524;5.550014996;94.46598735;0.6;0
174;-6.167430556;106.763725;Jakarta Barat;05/11/2021;7.04;7.94;0.57;30.24;0.12;0.37;30.26;69.68023607;1.17;39.40124566;0.55;0
175;5.477630556;95.24422778;Lhoknga;06/11/2021;19.32;22.27;9.50;87.78;1.16;3.46;28.13;76.7851369;1.73;65.23069796;0.6;0
176;2.283055556;125.7080556;Manado;05/12/2021;13.65;15.40;5.01;63.44;0.53;1.59;28.05;77.23819714;3.74;64.06187029;0.62;1
177;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;05/12/2021;14.97;16.07;2.35;69.45;0.58;1.73;28.29;79.03360132;2.95;34.0124852;0.47;1
178;5.892605556;95.32376111;Sabang;05/12/2021;14.35;16.53;6.40;67.54;0.62;1.86;27.53;61.83419143;5.91;64.66540086;0.64;1
179;-8.576994444;116.1048889;Mataram;05/12/2021;14.92;15.95;1.91;69.35;0.57;1.70;23.80562515;97.81788095;3.285854536;90.05910088;0.31;0
180;-6.866597222;112.3577417;Tanjung Kodok;05/12/2021;14.97;16.07;2.44;69.39;0.58;1.73;25.03000785;86.33860118;3.815835878;87.77348941;0.42;0
181;-7.15425;113.4739111;OBS Jokotole IAIN Madura;05/12/2021;14.94;16.03;2.35;69.29;0.58;1.72;24.42751156;86.97812167;4.677743269;79.68313634;0.32;0
182;-7.631058333;111.5300167;Madiun;05/12/2021;15.04;16.12;2.21;69.83;0.58;1.74;25.14817794;86.66073399;2.602250314;79.6348002;0.42;0
183;-8.204722222;112.1583333;Blitar;05/12/2021;15.05;16.10;2.03;69.94;0.58;1.74;24.15409891;84.91316296;3.916964342;87.20334708;0.46;0
184;-6.77235;110.8785833;Kudus;05/12/2021;15.02;16.13;2.47;69.62;0.59;1.75;25.42781403;94.64678214;4.004503244;98.12702654;0.17;0
185;-6.148058333;106.8997556;Jakarta Utara;05/12/2021;15.13;16.27;2.68;70.12;0.60;1.78;26.05043247;82.57314164;4.06516259;82.13119725;0.48;0
186;-6.167430556;106.763725;Jakarta Barat;05/12/2021;15.14;16.28;2.68;70.15;0.60;1.78;24.56767911;88.15241249;4.627744807;86.28745421;0.48;0
187;-6.646111111;107.875;Depok;05/12/2021;15.13;16.24;2.52;70.13;0.59;1.77;23.92064126;91.79117021;7.042517743;92.14048155;0.46;0
188;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;03/01/2022;9.27;10.32;1.78;42.61;0.22;0.67;29.34;78.66261128;0.4;48.89535059;0.5;1
189;-4.558586111;105.4068083;Lampung;03/01/2022;9.40;10.55;2.25;43.09;0.23;0.70;29.11;72.63924383;1.04;52.1793437;0.45;3
190;-6.052997222;105.9226139;Anyer,Banten;03/01/2022;9.47;10.55;1.96;43.45;0.23;0.70;28.98;72.33410291;1.8;53.3688828;0.7;3
191;-6.988997222;106.5523639;Pelabuhan Ratu;03/01/2022;9.49;10.54;1.77;43.62;0.23;0.70;29.03;67.25640343;1.91;60.61091648;0.65;2
192;-3.792844444;102.2607639;Bengkulu;03/01/2022;9.48;10.65;2.39;43.42;0.24;0.72;27.84;68.98999597;1.77;45.98783496;0.54;3
193;-6.308333333;119.6927778;Makassar;03/01/2022;8.95;10.05;1.99;41.09;0.21;0.63;24.92949087;82.14131576;8.686130399;79.10731316;0.33;0
194;-7.914444444;113.8230556;Bondowoso;03/01/2022;9.26;10.29;1.64;42.62;0.22;0.66;25.72;77.81756246;2.14;54.21707923;0.52;0
195;-7.15425;113.4739111;OBS Jokotole IAIN Madura;03/01/2022;9.24;10.29;1.79;42.45;0.22;0.66;25.60182494;85.04050855;1.138119945;88.70643837;0.52;0
196;-7.191055556;113.2475639;Sampang;03/01/2022;9.25;10.30;1.78;42.50;0.22;0.66;25.57351731;83.34781518;1.975509427;88.94494166;0.52;0
197;-8.204722222;112.1583333;Blitar;03/01/2022;9.34;10.36;1.57;43.00;0.22;0.67;30.06178095;45.63321366;1.82;19.04269828;0.59;0
198;-7.574086111;112.2860889;Jombang;03/01/2022;9.30;10.34;1.69;42.79;0.22;0.67;28.39;79.14588124;0.85;59.8031392;0.5;0
199;-6.863777778;112.3603972;Lamongan;03/01/2022;9.26;10.33;1.84;42.56;0.22;0.67;29.34;71.61182071;0.4;57.82556247;0.53;0
200;-7.631058333;111.5300167;Madiun;03/01/2022;9.33;10.37;1.68;42.94;0.22;0.67;31.86833248;49.78769257;1.3;17.30487204;0.65;0
201;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;03/01/2022;9.27;10.32;1.78;42.61;0.22;0.67;29.34;74.92500416;0.4;39.49555045;0.5;0
202;-6.988611111;110.4107833;Kota Semarang;03/01/2022;9.35;10.40;1.80;42.94;0.23;0.68;30.37;76.34766568;0.63;36.18984365;0.67;0
203;-6.5805;110.6789528;Jepara;03/01/2022;9.31;10.39;1.88;42.77;0.22;0.67;29.01;79.93273188;0.59;68.6845107;0.67;0
204;-8.016177778;110.3233639;POB Syekh Belabelu Bantul;03/01/2022;9.40;10.42;1.59;43.27;0.23;0.68;28.89;74.11992472;2.23;39.21766964;0.7;0
205;-6.148058333;106.8997556;JakartaUtara;03/01/2022;9.44;10.52;1.94;43.31;0.23;0.69;31.29369534;63.62304591;2.54;4.433630121;0.65;0
206;-6.167430556;106.763725;Jakarta Barat;03/01/2022;9.44;10.52;1.94;43.34;0.23;0.69;31.80418644;40.00481185;2.54;16.52203194;0.65;0
207;-6.247813889;106.8056444;Jakarta Selatan;03/01/2022;9.45;10.52;1.92;43.35;0.23;0.69;23.86616228;96.35093748;4.771669814;97.43228631;0.65;0
208;4.695069444;96.74948056;Aceh ;03/01/2022;9.04;10.72;4.04;41.78;0.24;0.73;23.12;63.1445241;0.15;46.39512893;0.46;0
209;-6.308333333;119.6927778;Makassar;01/02/2022;3.53;5.54;3.49;14.81;0.06;0.18;29.64591175;58.49181213;3.36;1.415721297;0.64;0
210;-8.576994444;116.1048889;Mataram;01/02/2022;3.80;5.62;3.24;16.17;0.06;0.18;25.44942412;83.49611178;2.456609361;81.57855969;0.71;0
211;-7.914444444;113.8230556;Bondowoso;01/02/2022;3.84;5.66;3.27;16.29;0.06;0.18;22.04214776;98.19621219;4.550810748;98.96892667;0.62;0
212;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;01/02/2022;3.83;5.68;3.32;16.21;0.06;0.18;26.77613633;89.17563487;4.307808686;76.36853234;0.55;0
213;-7.191055556;113.2475639;Sampang;01/02/2022;3.81;5.67;3.32;16.12;0.06;0.18;25.42375776;87.98589102;4.84352998;87.20586315;0.62;0
214;-7.15425;113.4739111;OBS Jokotole IAIN Madura;01/02/2022;3.80;5.67;3.33;16.07;0.06;0.18;24.84068008;84.45570117;4.848214035;82.95144235;0.62;0
215;-8.678297222;114.3727333;Pancur Banyuwangi;01/02/2022;3.87;5.66;3.21;16.47;0.06;0.18;30.26;63.78288675;0.75;42.72591573;0.7;0
216;-8.173258333;113.7005389;Jember;01/02/2022;3.86;5.67;3.24;16.40;0.06;0.18;23.86899655;81.5948997;3.601395514;82.57219635;0.72;0
217;-6.863777778;112.3603972;Lamongan;01/02/2022;3.81;5.69;3.34;16.15;0.06;0.18;29.33;73.06876656;3.63;52.58199065;0.62;0
218;-7.631058333;111.5300167;Madiun;01/02/2022;3.89;5.71;3.26;16.54;0.06;0.19;25.00255858;80.47356784;3.145232574;86.34289165;0.55;0
219;-8.306486111;112.2324417;Serang Blitar;01/02/2022;3.92;5.70;3.21;16.67;0.06;0.18;28.53;64.36712118;3.77;57.76938084;0.73;0
220;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;01/02/2022;3.83;5.68;3.32;16.21;0.06;0.18;26.23501236;96.11168726;5.898933066;92.4561104;0.55;0
221;-6.988611111;110.4107833;Kota Semarang;01/02/2022;3.89;5.73;3.30;16.49;0.06;0.19;22.60639792;94.99479983;5.972290196;95.40576663;0.49;0
222;-6.77235;110.8785833;Kudus;01/02/2022;3.86;5.72;3.33;16.34;0.06;0.19;25.5247889;77.30073339;4.686718991;84.19572117;0.49;0
223;-7.875277778;110.4261111;Yogyakarta;01/02/2022;3.95;5.73;3.22;16.80;0.06;0.19;26.14755587;76.04642109;3.668701911;79.62895287;0.58;0
224;-6.906566667;109.7339583;Batang;01/02/2022;3.90;5.74;3.30;16.57;0.06;0.19;23.65378714;88.42071814;4.198830158;88.11988552;0.53;0
225;-6.732105556;108.5522139;Cirebon;01/02/2022;3.93;5.76;3.30;16.69;0.06;0.19;22.18858973;96.1255483;5.796890594;93.86803867;0.57;0
226;-6.836422222;108.227425;Majalengka;01/02/2022;3.95;5.77;3.28;16.78;0.06;0.19;21.27140509;92.95036917;5.895761529;97.5640882;0.57;0
227;-6.273333333;106.9830556;Bekasi;01/02/2022;3.95;5.79;3.32;16.77;0.06;0.19;24.86591059;83.55149054;3.905180245;84.43527378;0.53;0
228;-6.988997222;106.5523639;Pelabuhan Ratu;01/02/2022;4.02;5.81;3.24;17.09;0.06;0.19;25.38056389;88.1173455;4.625830166;78.12031552;0.53;0
229;-6.167430556;106.763725;Jakarta Barat;01/02/2022;3.95;5.80;3.32;16.77;0.06;0.19;25.76365087;82.20446342;3.380714363;78.74964367;0.53;0
230;5.477630556;95.24422778;Lhoknga;01/02/2022;3.46;5.97;4.20;14.56;0.07;0.22;29.61;74.45857146;0.97;56.36421837;0.56;0
231;-10.17708056;123.6064611;Kupang;29/07/2022;6.76;8.79;4.55;30.22;0.15;0.49;29.65;69.05649071;4.11;69.07520305;0.7;3
232;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;29/07/2022;7.36;9.10;4.09;32.60;0.16;0.53;29.54;61.04620263;2.74;38.08597411;0.7;1
233;-7.646919444;112.8999222;Pasuruan;29/07/2022;7.31;9.09;4.16;32.43;0.16;0.53;27.88;79.74515134;2.95;39.0871101;0.68;1
234;-7.631058333;111.5300167;Madiun;29/07/2022;7.35;9.12;4.15;32.62;0.16;0.53;28.97;68.44846376;1.54;68.61653709;0.66;1
235;-7.534952778;112.2115778;"Masjid Denanyar Jombang,
Jawa Timur";29/07/2022;7.34;9.11;4.14;32.55;0.16;0.53;28.95;77.08431271;1.73;44.50436725;0.7;1
236;-6.308333333;119.6927778;Makassar;29/07/2022;7.22;8.93;3.98;31.88;0.15;0.50;27.1;71.08716131;3.98;45.5631325;0.71;0
237;-8.576994444;116.1048889;Mataram;29/07/2022;7.13;9.00;4.31;31.73;0.15;0.52;26.13;67.01829939;1.8;37.59680806;0.7;0
238;-7.15425;113.4739111;OBS Jokotole IAIN Madura;29/07/2022;7.34;9.08;4.09;32.49;0.16;0.52;28.19;77.26605049;3.48;60.90546025;0.68;0
239;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;29/07/2022;7.36;9.10;4.09;32.60;0.16;0.53;26.83805736;77.85304581;3.450136049;82.23404824;0.7;0
240;-8.204722222;112.1583333;Blitar;29/07/2022;7.29;9.10;4.24;32.37;0.16;0.53;27.58;65.28308811;2.39;45.36810438;0.68;0
241;-7.914444444;113.8230556;Bondowoso;29/07/2022;7.26;9.06;4.20;32.23;0.16;0.52;24.72;77.50140857;2.58;52.24170975;0.68;0
242;-6.863777778;112.3603972;Lamongan;29/07/2022;7.39;9.11;4.04;32.72;0.16;0.53;29.54;62.62475442;2.74;59.62730913;0.69;0
243;-6.909;109.7919139;Ujungnegoro;29/07/2022;7.47;9.18;4.04;33.06;0.16;0.54;27.86;67.89866612;2;53.57056579;0.63;0
244;-6.991836111;110.3481111;Observatorium UIN Walisongo;29/07/2022;7.44;9.16;4.05;32.96;0.16;0.53;29.04;71.35518006;2.02;37.26643918;0.64;0
245;-8.016177778;110.3233639;POB Syekh Belabelu Bantul;29/07/2022;7.36;9.15;4.21;32.68;0.16;0.53;27.79;70.68867859;2.85;41.02595451;0.69;0
246;-6.167430556;106.763725;Jakarta Barat;29/07/2022;7.62;9.26;3.91;33.67;0.16;0.55;29.47;62.22086942;2.09;37.18478406;0.54;0
247;-7.16975;112.6174694;Balai Rukyat NU Condrodipo;26/09/2022;6.03;6.91;1.06;24.49;0.08;0.27;33.04;70.23472612;3.11;58.08744232;0.63;1
248;-6.890147222;109.6744917;Pekalongan;26/09/2022;6.12;6.99;0.99;24.88;0.09;0.28;29.79;64.12399502;2.77;51.3601857;0.68;3
249;-6.148058333;106.8997556;JakartaUtara;26/09/2022;6.22;7.08;0.86;25.25;0.09;0.29;30.87;71.47165865;2.06;68.77958011;0.58;2
250;-6.308333333;119.6927778;Makassar;26/09/2022;5.82;6.70;1.04;23.58;0.08;0.25;27.97;67.60499558;3.13;62.49519571;0.74;0
251;-8.576994444;116.1048889;Mataram;26/09/2022;5.89;6.81;1.26;24.01;0.08;0.26;29.13;61.30425071;1.75;69.45075917;0.76;0
252;-7.914444444;113.8230556;Bondowoso;26/09/2022;5.98;6.87;1.16;24.32;0.08;0.27;25.11131362;78.69680952;4.19574073;89.96703141;0.7;0
253;-6.863777778;112.3603972;Lamongan;26/09/2022;6.04;6.92;1.02;24.53;0.08;0.27;30.02830199;80.51964394;4.582565199;82.23564024;0.64;0
254;-7.15425;113.4739111;OBS Jokotole IAIN Madura;26/09/2022;6.00;6.88;1.06;24.38;0.08;0.27;27.97631471;87.13181047;4.265380654;84.20548129;0.7;0
255;-8.173258333;113.7005389;Jember;26/09/2022;5.98;6.88;1.19;24.34;0.08;0.27;25.12941513;87.31172452;3.910972899;82.34652928;0.72;0
256;-7.449772222;112.70155;Sidoarjo;26/09/2022;6.02;6.91;1.09;24.48;0.08;0.27;30.71259158;87.40223977;3.792694462;76.33914078;0.63;0
257;-7.574086111;112.2860889;Jombang;26/09/2022;6.03;6.92;1.10;24.53;0.09;0.27;31.35453541;76.37513198;3.977554411;78.90012324;0.63;0
258;-6.98565;112.7867639;Pantai Gebang;26/09/2022;6.03;6.90;1.04;24.47;0.08;0.27;31.33651091;87.66515553;4.070192505;80.87263124;0.64;0
259;-8.204722222;112.1583333;Blitar;26/09/2022;6.02;6.92;1.17;24.54;0.09;0.27;27.22436969;80.50119616;4.603618142;83.26598816;0.65;0
260;-7.646919444;112.8999222;Pasuruan;26/09/2022;6.01;6.90;1.12;24.45;0.08;0.27;27.9347661;88.72714893;3.971081993;89.33177493;0.63;0
261;-7.16975;112.6174694;Balai Rukyat Ibnu Syatir;26/09/2022;6.03;6.91;1.06;24.49;0.08;0.27;31.05908305;77.82851468;4.073621427;76.41779205;0.63;0
262;-6.988611111;110.4107833;Kota Semarang;26/09/2022;6.10;6.97;1.01;24.79;0.09;0.28;32.45;71.6292556;3.13;52.27945092;0.7;0
263;-8.016177778;110.3233639;POB Syekh Belabelu Bantul;26/09/2022;6.08;6.98;1.13;24.79;0.09;0.28;27.27470153;83.6081326;5.512391627;75.47270899;0.72;0
